ID,TRL_TITL,TRIAL_ID,ENTRYNO,ENTRY,COUNTRY,LOCATION,DESCRIPTION,LONGITUDE,LATITUDE,AEZONE,YEAR,YIELD,YIELD2,DY_SK,PL_HT,E_HT,ASI,P_ASP,P_HARV,E_HARV,E_ASP,GWT,1000GWT,HUSK,RL,RLPER,SL,SLPER,E_ROT,RUST,BLIGHT,CURV,DIPLODIA,DM,ANTHESIS,STALK_ROT,STREAK,INSECT,MOIST,COBDAMCO,COBDAMRT,DEADHEART,SBDAMAT,BORERDMRAT,GLS,GTEXT,PLST
168,International Mid-Alt Hybrid Maize Trial,M998KEBM,9,8535-23,MALI,KEBILA,,-7.03,11.28,,1999,,,67.00,161.00,64.00,,2.00,37.00,32.00,4.00,,,4.00,2.00,,3.00,,1.00,,,,,,67.00,,,,,,,,,,,,
169,International Mid-Alt Hybrid Maize Trial,M998KEBM,10,ACR 87 TZMSR W,MALI,KEBILA,,-7.03,11.28,,1999,,,65.00,181.00,84.00,,2.00,35.00,34.00,3.00,,,3.30,1.00,,2.00,,2.00,,,,,,66.00,,,,,,,,,,,,
170,International Mid-Alt Hybrid Maize Trial,M998KEBM,11,CHECK 1,MALI,KEBILA,,-7.03,11.28,,1999,,,67.00,161.00,66.00,,2.00,32.00,27.00,4.00,,,3.80,1.00,,2.00,,2.00,,,,,,67.00,,,,,,,,,,,,
171,International Mid-Alt Hybrid Maize Trial,M998KEBM,12,CHECK 2,MALI,KEBILA,,-7.03,11.28,,1999,,,65.00,163.00,68.00,,2.00,36.00,34.00,4.00,,,4.10,1.00,,2.00,,1.00,,,,,,65.00,,,,,,,,,,,,
172,International Mid-Alt Hybrid Maize Trial,M998ST1M,1,9711-5,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,70.00,156.40,83.40,,3.80,28.00,22.00,3.00,,,3.00,,,,,,,,,,,67.00,,,,,,,,,,,,
173,International Mid-Alt Hybrid Maize Trial,M998ST1M,2,9711-9,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,70.00,151.00,84.80,,3.90,35.00,27.00,3.00,,,4.00,1.00,,,,,,,,,,66.00,,,,,,,,,,,,
174,International Mid-Alt Hybrid Maize Trial,M998ST1M,3,9711-10,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,69.00,146.80,71.30,,4.00,21.00,15.00,3.00,,,4.00,,,,,,,,,,,65.00,,,,,,,,,,,,
175,International Mid-Alt Hybrid Maize Trial,M998ST1M,4,9324-21,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,70.00,158.10,75.30,,4.00,25.00,18.00,3.00,,,4.00,,,1.00,,1.00,,,,,,67.00,,,,,,,,,,,,
176,International Mid-Alt Hybrid Maize Trial,M998ST1M,5,9333-9B,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,68.00,174.00,83.50,,4.00,34.00,27.00,3.00,,,4.00,1.00,,1.00,,,,,,,,65.00,,,,,,,,,,,,
177,International Mid-Alt Hybrid Maize Trial,M998ST1M,6,9608-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,69.00,157.00,79.30,,3.60,35.00,26.00,3.00,,,3.00,,,,,,,,,,,66.00,,,,,,,,,,,,
178,International Mid-Alt Hybrid Maize Trial,M998ST1M,7,9610-7,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,70.00,164.30,87.50,,3.40,29.00,22.00,3.00,,,3.00,1.00,,,,,,,,,,66.00,,,,,,,,,,,,
179,International Mid-Alt Hybrid Maize Trial,M998ST1M,8,9601-3,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,68.00,141.10,74.80,,3.30,31.00,26.00,3.00,,,4.00,1.00,,,,,,,,,,66.00,,,,,,,,,,,,
180,International Mid-Alt Hybrid Maize Trial,M998ST1M,9,8535-23,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,69.00,155.60,81.90,,3.80,28.00,22.00,3.00,,,3.00,3.00,,,,,,,,,,66.00,,,,,,,,,,,,
181,International Mid-Alt Hybrid Maize Trial,M998ST1M,10,ACR 87 TZMSR W,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,68.00,164.40,85.90,,3.60,36.00,27.00,3.00,,,12.00,,,1.00,,,,,,,,64.00,,,,,,,,,,,,
182,International Mid-Alt Hybrid Maize Trial,M998ST1M,11,CHECK 1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,71.00,172.40,85.60,,4.00,21.00,17.00,4.00,,,4.00,2.00,,,,,,,,,,66.00,,,,,,,,,,,,
183,International Mid-Alt Hybrid Maize Trial,M998ST1M,12,CHECK 2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,70.00,168.00,65.10,,3.60,23.00,20.00,2.00,,,4.00,1.00,,,,,,,,,,67.00,,,,,,,,,,,,
184,International Mid-Alt Hybrid Maize Trial,M998ST2M,1,9711-5,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,68.00,130.80,73.90,,4.00,32.00,22.00,3.30,,,3.50,,,,,,,,,,,65.00,,,,,,,,,,,,
185,International Mid-Alt Hybrid Maize Trial,M998ST2M,2,9711-9,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,67.00,119.30,65.80,,4.60,42.00,24.00,3.40,,,3.60,1.00,,,,,,,,,,63.00,,,,,,,,,,,,
186,International Mid-Alt Hybrid Maize Trial,M998ST2M,3,9711-10,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,69.00,145.00,75.00,,3.50,38.00,23.00,3.40,,,3.30,4.00,,1.00,,1.00,,,,,,61.00,,,,,,,,,,,,
187,International Mid-Alt Hybrid Maize Trial,M998ST2M,4,9324-21,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,69.00,128.60,69.00,,4.10,37.00,20.00,4.00,,,4.30,1.00,,,,,,,,,,65.00,,,,,,,,,,,,
188,International Mid-Alt Hybrid Maize Trial,M998ST2M,5,9333-9B,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,67.00,153.60,83.50,,3.80,39.00,27.00,2.20,,,3.00,3.00,,2.00,,,,,,,,62.00,,,,,,,,,,,,
189,International Mid-Alt Hybrid Maize Trial,M998ST2M,6,9608-8,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,68.00,144.30,83.50,,3.50,40.00,30.00,3.40,,,3.00,4.00,,1.00,,,,,,,,63.00,,,,,,,,,,,,
190,International Mid-Alt Hybrid Maize Trial,M998ST2M,7,9610-7,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,68.00,147.60,79.00,,3.90,42.00,24.00,3.30,,,3.10,2.00,,,,,,,,,,62.00,,,,,,,,,,,,
191,International Mid-Alt Hybrid Maize Trial,M998ST2M,8,9601-3,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,66.00,146.30,72.60,,3.60,40.00,33.00,3.30,,,3.40,3.00,,1.00,,,,,,,,63.00,,,,,,,,,,,,
192,International Mid-Alt Hybrid Maize Trial,M998ST2M,9,8535-23,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,69.00,112.00,60.30,,4.10,38.00,19.00,3.90,,,3.80,2.00,,1.00,,,,,,,,64.00,,,,,,,,,,,,
193,International Mid-Alt Hybrid Maize Trial,M998ST2M,10,ACR 87 TZMSR W,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,66.00,146.50,79.50,,3.80,37.00,25.00,3.60,,,3.60,2.00,,,,,,,,,,63.00,,,,,,,,,,,,
194,International Mid-Alt Hybrid Maize Trial,M998ST2M,11,CHECK 1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,68.00,134.30,69.60,,4.10,41.00,22.00,3.00,,,3.90,4.00,,1.00,,,,,,,,63.00,,,,,,,,,,,,
195,International Mid-Alt Hybrid Maize Trial,M998ST2M,12,CHECK 2,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,1999,,,70.00,131.40,70.40,,3.80,37.00,23.00,3.50,,,3.60,3.00,,1.00,,,,,,,,66.00,,,,,,,,,,,,
196,Evt-Isr (White),M2001KEB,1,ACR96 DMR-LSR-W,MALI,KEBILA,,-7.03,11.28,,2000,4342.30,,59.50,201.25,90.50,,1.75,37.00,37.25,2.50,,,1.5,1.3,,2.0,,1,,,,,,61,,,,14,,,,,,,,40
197,Evt-Isr (White),M2001KEB,2,S9325-SR,MALI,KEBILA,,-7.03,11.28,,2000,3683.41,,58.00,180.00,83.75,,1.50,33.50,32.00,2.75,,,1.8,8.3,,3.8,,3,,,,,,59,,,,14,,,,,,,,36
198,Evt-Isr (White),M2001KEB,3,AK. 9443-DMRSR,MALI,KEBILA,,-7.03,11.28,,2000,3688.11,,59.25,200.00,93.75,,2.00,35.75,35.25,2.75,,,1.5,3.3,,2.3,,3,,,,,,60,,,,15,,,,,,,,40
199,Evt-Isr (White),M2001KEB,4,TZL COMP.5 C0,MALI,KEBILA,,-7.03,11.28,,2000,3604.65,,60.50,192.50,82.50,,1.50,28.25,28.50,2.00,,,1.0,3.0,,2.0,,2,,,,,,62,,,,14,,,,,,,,31
200,Evt-Isr (White),M2001KEB,5,AK 9522-DMRSR,MALI,KEBILA,,-7.03,11.28,,2000,4522.90,,59.00,208.75,95.00,,1.50,38.25,36.50,2.50,,,2.3,7.3,,4.8,,2,,,,,,60,,,,15,,,,,,,,40
201,Evt-Isr (White),M2001KEB,6,TZL COMP.4 C2,MALI,KEBILA,,-7.03,11.28,,2000,5402.98,,58.75,206.25,96.25,,1.50,39.25,40.00,2.00,,,1.0,4.8,,4.8,,2,,,,,,60,,,,15,,,,,,,,41
202,Evt-Isr (White),M2001KEB,7,ACR.97 TZL COMP.4 C2,MALI,KEBILA,,-7.03,11.28,,2000,4261.18,,60.75,201.25,92.50,,2.00,39.25,36.75,2.50,,,1.3,2.0,,1.8,,1,,,,,,62,,,,14,,,,,,,,41
203,Evt-Isr (White),M2001KEB,8,TZL COMP.3 C2,MALI,KEBILA,,-7.03,11.28,,2000,5044.65,,58.25,200.00,91.25,,2.00,37.75,38.50,1.75,,,2.0,3.0,,4.8,,1,,,,,,59,,,,14,,,,,,,,41
204,Evt-Isr (White),M2001KEB,9,AMA TZBR-W C1,MALI,KEBILA,,-7.03,11.28,,2000,4289.26,,59.25,191.25,87.50,,2.00,36.75,36.25,2.75,,,2.3,3.0,,2.5,,1,,,,,,60,,,,14,,,,,,,,39
205,Evt-Isr (White),M2001KEB,10,ACR.97 TZL COMP.1-W,MALI,KEBILA,,-7.03,11.28,,2000,5215.86,,58.25,205.00,95.00,,1.25,39.25,38.75,2.00,,,1.0,1.0,,2.8,,1,,,,,,59,,,,15,,,,,,,,41
206,Evt-Isr (White),M2001KEB,11,CMS 8501,MALI,KEBILA,,-7.03,11.28,,2000,4132.79,,60.50,210.00,95.00,,2.00,37.00,32.00,3.00,,,1.5,6.5,,7.8,,3,,,,,,61,,,,14,,,,,,,,39
207,Evt-Isr (White),M2001KEB,12,OBA SUPER 1,MALI,KEBILA,,-7.03,11.28,,2000,5706.56,,59.00,196.25,87.50,,1.50,39.00,39.00,2.50,,,1.5,1.8,,1.3,,2,,,,,,59,,,,14,,,,,,,,41
208,Evt-Isr (White),M2001KEB,13,CHECK,MALI,KEBILA,,-7.03,11.28,,2000,4375.88,,60.25,207.50,97.50,,1.50,31.00,30.00,2.50,,,1.8,2.0,,1.8,,1,,,,,,62,,,,15,,,,,,,,36
209,Evt-Isr,M2003KEB,1,Sin.93 TZUTSR-W,MALI,KEBILA,,-7.03,11.28,,2000,3437.61,,60.25,200.00,93.75,,1.25,21.25,23.00,2.00,,,1,3.3,,2.0,,2,,,,,,61,,,,14.0,,,,,,,,23
210,Evt-Isr,M2003KEB,2,EV.8744-SR C1,MALI,KEBILA,,-7.03,11.28,,2000,3878.86,,58.75,181.25,78.75,,2.00,27.75,26.50,2.00,,,2,6.0,,4.5,,2,,,,,,60,,,,14.0,,,,,,,,30
211,Evt-Isr,M2003KEB,3,Sin.9449-SR,MALI,KEBILA,,-7.03,11.28,,2000,2556.03,,58.50,162.50,65.00,,2.25,33.50,31.25,2.50,,,3,10.3,,5.3,,2,,,,,,59,,,,11.5,,,,,,,,34
212,Evt-Isr,M2003KEB,4,EV. IWD STR C1,MALI,KEBILA,,-7.03,11.28,,2000,3592.19,,59.25,191.25,88.75,,2.50,35.75,32.75,3.25,,,2,1.8,,1.5,,4,,,,,,61,,,,15.1,,,,,,,,38
213,Evt-Isr,M2003KEB,5,EV. IWF STR C1,MALI,KEBILA,,-7.03,11.28,,2000,3565.71,,59.00,195.00,90.00,,2.00,36.75,31.75,2.75,,,2,7.8,,4.3,,2,,,,,,59,,,,13.2,,,,,,,,39
214,Evt-Isr,M2003KEB,6,Acr.9449-SR,MALI,KEBILA,,-7.03,11.28,,2000,1575.41,,56.00,153.75,55.00,,2.75,29.50,27.75,3.00,,,2,15.3,,7.5,,3,,,,,,57,,,,10.8,,,,,,,,30
215,Evt-Isr,M2003KEB,7,TZBR Syn-Y C1,MALI,KEBILA,,-7.03,11.28,,2000,4156.49,,58.00,192.50,88.75,,1.50,37.00,34.75,2.25,,,2,7.8,,5.0,,5,,,,,,59,,,,12.7,,,,,,,,39
216,Evt-Isr,M2003KEB,8,Check,MALI,KEBILA,,-7.03,11.28,,2000,4225.87,,60.00,205.00,96.25,,2.25,32.25,28.75,2.50,,,2,3.0,,2.3,,2,,,,,,61,,,,14.4,,,,,,,,34
217,Evt-Isr,M2003ST,1,Sin.93 TZUTSR-W,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2719.29,,61.00,182.50,99.75,1.25,3.25,25.75,20.25,2.50,,,3,8.8,,2.5,,1,,,,,,60,,,,17.9,,,,,,,,26
218,Evt-Isr,M2003ST,2,EV.8744-SR C1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2130.42,,60.75,186.63,97.25,2.50,3.75,31.50,28.00,3.00,,,3,16.5,,2.0,,2,,,,,,58,,,,17.9,,,,,,,,32
219,Evt-Isr,M2003ST,3,Sin.9449-SR,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,1796.39,,59.00,160.50,85.13,1.75,3.75,36.00,27.25,3.75,,,4,12.8,,3.5,,3,,,,,,57,,,,15.7,,,,,,,,36
220,Evt-Isr,M2003ST,4,EV. IWD STR C1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2558.32,,59.50,185.13,102.75,2.00,3.00,43.00,32.75,2.75,,,3,12.8,,4.5,,2,,,,,,58,,,,17.8,,,,,,,,43
221,Evt-Isr,M2003ST,5,EV. IWF STR C1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2906.13,,59.75,173.75,103.50,1.25,3.50,42.50,30.75,2.75,,,3,19.3,,3.0,,3,,,,,,59,,,,17.9,,,,,,,,43
222,Evt-Isr,M2003ST,6,Acr.9449-SR,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,1639.13,,56.75,150.25,82.75,2.50,4.00,39.75,29.00,3.50,,,3,16.3,,5.3,,1,,,,,,54,,,,16.6,,,,,,,,40
223,Evt-Isr,M2003ST,7,TZBR Syn-Y C1,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2820.18,,60.75,176.25,98.00,2.50,3.25,39.00,34.50,2.75,,,3,22.8,,2.3,,4,,,,,,58,,,,16.0,,,,,,,,39
224,Evt-Isr,M2003ST,8,Check,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2616.83,,56.50,174.63,88.25,2.00,3.75,34.25,27.00,3.00,,,3,18.3,,4.0,,5,,,,,,55,,,,12.4,,,,,,,,34
225,Hybrid Maize Trial (White),M2006ST,1,9712-13,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2274.30,,61.25,197.50,114.25,,3.75,34.50,27.75,3.00,,,2.8,26,,6.5,,4.8,,,,,,,,,,20.2,,,,,,,,37
226,Hybrid Maize Trial (White),M2006ST,2,9712-17,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,1224.72,,68.25,162.50,80.25,,4.50,31.50,20.25,3.25,,,3.0,15,,3.3,,3.3,,,,,,,,,,21.8,,,,,,,,33
227,Hybrid Maize Trial (White),M2006ST,3,9705-7,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,903.39,,68.50,159.75,89.25,,4.50,35.75,15.00,3.75,,,3.3,19,,6.0,,2.0,,,,,,,,,,20.8,,,,,,,,39
228,Hybrid Maize Trial (White),M2006ST,4,9705-89,MALI,SOTUBA,,-7.95,12.67,Moist Savanna,2000,2220.24,,61.25,180.25,93.75,,4.25,36.25,26.00,3.25,,,3.8,18,,12.5,,4.5,,,,,,,,,,22.2,,,,,,,,39
